,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,fuel_flow_corrected,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact,accf_sac_contrails_atr20
49,49,51,3c49c8,EWG1VT,56.16481018066406,8.75460537997159,205.7777776,11026.14,0.6481982785636047,34610D,220.71826,-10.299664,48.454315,160.60048935608626,64797.2175429988,0.30193217321057253,0.4564796108054075,27.48773180337293,36.9288132651992,0.0,6.682124444432972e-05,22538.60460760245,0.8334557511569001,0.2290644316947744,0.4953921533925363,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.5392435256093832,18.464881588579875,10.83569517737138,27.85758756671289,1576570003289334.8,9.09470903440745,683.347038440258,1303.20829667365,0.00668212444443,0.0176052334894296,0.202252202244972,18.4644066325996,11.4881863036016,11.487418699988613,0.0066821244444329,0.4251855633182437,444660158093766.8,0.4564796108054075,0.010667462148941641,4.335102906566945e-06,3.16,35.8,2023-08-06 08:51:00,6.682124444432972e-05,0.8334568740808371,0.0,49,225.38604607602454,6.682124444432972e-05,-10.299664,48.454315,0.8334568740808371,0.10594624,1.10645615e-05,0.35573877879269244,857.0634950710491,12201.71072602419,0.9851404601592649,0.17175061501255784,1.494864925283981,230.23720464061233,0.4974907124781239,0.0,1.0,222.94635024877056,28.117254249628648,63.25389215727119,0.8652578135363065,220.69531,6.882604271330046e-05,10994.513053921364,0.0,0.013102948527295837,0.020932892,126.50778431454238,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,6.768442e-05,4.0478285e-06,109262.31,0.88562375,-168.78719,0.572396864362524,0.572396864362524,1.0,-4.2247027230934896e-13,1.7799253e-12,5.2297746e-16,2.27952058293149e-13,-8.507780290466789e-14,-8.507780290466789e-14,7.480000000000002e-16,5.30544398691109e-15,1.3574549969794933e-12,1056.9887040244364,3.9660591363325095e-13,6.473830358811156e-14,-1.0380947402484582e-12,6.768442e-05,4.0478285e-06,109262.31,0.88562375,-168.78719,0.572396864362524,0.572396864362524,1.0,-4.2247027230934896e-13,1.7799253e-12,5.2297746e-16,2.27952058293149e-13,-8.507780290466789e-14,-8.507780290466789e-14,7.480000000000002e-16,5.30544398691109e-15,1.3574549969794933e-12,1056.9887040244364,3.9660591363325095e-13,6.473830358811156e-14,-1.0380947402484582e-12
50,50,52,3c49c8,EWG1VT,56.27290370100636,8.78854751586914,205.263333156,11026.14,0.6490387360169187,34610D,220.48955,-10.01908,49.184784,159.95240856125625,64769.72981119543,0.3024353375745118,0.4498114802830792,27.109096417328928,36.597694240263,-25.431770555359844,6.700459798097593e-05,22538.60460760245,0.860246409877884,0.2259091368110744,0.4864483870961998,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.5373459811300927,18.29817027264948,10.766306306928968,27.21894487328004,1586164689992162.8,9.01496692966028,680.894043010671,1298.06712125234,0.0067004597981,0.0175098950290369,0.199831613792671,18.2988471201315,11.4124963891152,11.411731750616983,0.0067004597980975,0.4187104763873858,432407127834996.8,0.4498114802830792,0.010610130782935781,4.1066755864639565e-06,3.16,35.8,2023-08-06 08:52:00,6.700459798097593e-05,0.8602461207834591,0.0,50,225.38604607602454,6.700459798097593e-05,-10.01908,49.184784,0.8602461207834591,0.1135332,1.1969814e-05,0.35610778048051694,858.174948091004,12319.740508041863,0.9853391127907091,0.17060724722243814,1.4959434314414368,230.24464999674143,0.5123363916256132,0.0,1.0,223.03623946323881,28.117254249628648,64.14801490398015,0.8897282959707032,220.4795,6.886386221688252e-05,10994.065992548009,0.0,0.012470378397209743,0.019974343,128.2960298079603,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,6.753895e-05,3.5453509e-06,109280.09,0.90520245,-168.07849,0.8687255790721309,0.8687255790721309,1.0,-4.224173711086431e-13,1.7792367e-12,4.8429606e-16,3.4293409884560264e-13,-1.3027391625847146e-13,-1.3027391625847146e-13,7.48e-16,-1.9728791627871083e-15,1.3568193378833064e-12,1055.3737339216923,3.8852999070439334e-13,6.379262398293052e-14,-1.6049408432707443e-12,6.753895e-05,3.5453509e-06,109280.09,0.90520245,-168.07849,0.8687255790721309,0.8687255790721309,1.0,-4.224173711086431e-13,1.7792367e-12,4.8429606e-16,3.4293409884560264e-13,-1.3027391625847146e-13,-1.3027391625847146e-13,7.48e-16,-1.9728791627871083e-15,1.3568193378833064e-12,1055.3737339216923,3.8852999070439334e-13,6.379262398293052e-14,-1.6049408432707443e-12
51,51,53,3c49c8,EWG1VT,56.38206481933594,8.822687322443182,206.292222044,11018.52,0.649849992389476,34610D,220.29388,-9.747965,50.021404,159.376337215289,64742.620714778095,0.30065222429070804,0.4591376719387555,27.65170065631912,37.2704765798578,25.409363060597627,6.715618849169417e-05,22565.703240217892,0.8848759016812097,0.2304308388026593,0.4937401110464199,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.5356484485639226,18.635448224863865,10.860549516725198,28.08112804225541,1573211629584779.2,9.13497259792997,682.840693599317,1302.91141559537,0.00671561884917,0.0176094736783407,0.203217101186789,18.6352382899289,11.5402143697652,11.539439424996086,0.0067156188491694,0.4238487547414571,447353916326574.3,0.4591376719387555,0.010675543347487972,4.338491324720486e-06,3.16,35.8,2023-08-06 08:53:00,6.715618849169417e-05,0.884877533281542,0.0,51,225.6570324021789,6.715618849169417e-05,-9.747965,50.021404,0.884877533281542,0.12374123,1.3117447e-05,0.35685261953569275,859.2477911862068,12383.315878721474,0.9849431823036893,0.17287836080169625,1.4939234671950692,230.23070148655017,0.5260010059759729,0.0,1.0,223.10119237576995,28.117254249628648,65.42468271891332,0.9126973469082598,220.29584,6.892834807907919e-05,10985.807658640544,0.0,0.011574830820430293,0.01845936,130.84936543782663,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,6.729287e-05,3.0398946e-06,109224.24,0.91818875,-167.6266,0.8863994845435015,0.8863994845435015,1.0,-4.2272641004100025e-13,1.7775118e-12,4.455982e-16,3.471393288830281e-13,-1.341067796609524e-13,-1.341067796609524e-13,7.480000000000001e-16,-2.6512762201521573e-15,1.3547854081792006e-12,1053.735896701596,3.9843242701813595e-13,6.511527194449187e-14,-1.6606866140196739e-12,6.729287e-05,3.0398946e-06,109224.24,0.91818875,-167.6266,0.8863994845435015,0.8863994845435015,1.0,-4.2272641004100025e-13,1.7775118e-12,4.455982e-16,3.471393288830281e-13,-1.341067796609524e-13,-1.341067796609524e-13,7.480000000000001e-16,-2.6512762201521573e-15,1.3547854081792006e-12,1053.735896701596,3.9843242701813595e-13,6.511527194449187e-14,-1.6606866140196739e-12
52,52,54,3c49c8,EWG1VT,56.49174499511719,8.857560591264203,207.321110932,11026.14,0.6506393560182471,34610D,220.1012,-9.295821,50.5258,158.4103307378097,64714.96901412178,0.2963548074289029,0.4838086542762801,29.162102107915125,38.9478552657038,50.77670370489737,6.645409838801324e-05,22538.60460760245,0.8962075147997619,0.2430175175659593,0.519270284169353,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.5326347389210921,19.47473406320363,11.117082971239624,30.68597613902175,1534077538403700.5,9.42461477042885,689.458166777771,1319.2548681693,0.0066454098388,0.0179452653190123,0.212172878934865,19.4739276328519,11.8233347439046,11.822549087064372,0.0066454098388013,0.4415235487199612,475439624691805.2,0.4838086542762801,0.010959745672933329,4.9156562827018445e-06,3.16,35.8,2023-08-06 08:54:00,6.645409838801324e-05,0.8962071703779116,0.0,52,225.38604607602454,6.645409838801324e-05,-9.295821,50.5258,0.8962071703779116,0.12867056,1.3707086e-05,0.3567361026184681,860.291687598987,12414.220822914733,0.9853889030831885,0.1703194342419869,1.483015574198645,230.1550886468301,0.5317354810446902,0.0,1.0,223.06376936277698,28.117254249628648,66.05645930801316,0.9217022072971538,220.11577,6.811533663772341e-05,10993.111770345993,0.0,0.011315606240312377,0.017924296,132.11291861602632,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,6.600588e-05,2.5949116e-06,109313.92,0.9275926,-167.15555,0.9015441843040979,0.9015441843040979,0.9999999999999998,-4.2232185234779957e-13,1.77819e-12,4.1129172e-16,3.4774158007445386e-13,-1.378528361428951e-13,-1.378528361428951e-13,7.479999999999999e-16,-3.2708754038299387e-15,1.3558682033159618e-12,1052.0902716205221,4.3136294487282586e-13,6.861413039638546e-14,-1.711335548942981e-12,6.600588e-05,2.5949116e-06,109313.92,0.9275926,-167.15555,0.9015441843040979,0.9015441843040979,0.9999999999999998,-4.2232185234779957e-13,1.77819e-12,4.1129172e-16,3.4774158007445386e-13,-1.378528361428951e-13,-1.378528361428951e-13,7.479999999999999e-16,-3.2708754038299387e-15,1.3558682033159618e-12,1052.0902716205221,4.3136294487282586e-13,6.861413039638546e-14,-1.711335548942981e-12
53,53,55,3c49c8,EWG1VT,56.60174870895127,8.892103625882056,207.321110932,11041.38,0.6514020793011257,34610D,219.92972,-8.665944,50.811417,158.3237164507679,64685.80691201386,0.30224929916193244,0.4408750107198544,26.594863757277764,36.2173148593564,-50.74064676023757,6.544994332143159e-05,22484.50492966137,0.8999362179356035,0.2216238646439813,0.4732843240010521,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.5325509996417219,18.107875267915382,10.66721801870977,26.467392216493828,1597455686282720.2,8.90529494417446,677.383483071288,1291.08361215556,0.00654499433214,0.0173853815203866,0.196587598853754,18.1086574296782,11.3076378924,11.306897856576146,0.0065449943321431,0.4096371972351635,424569363677025.6,0.4408750107198544,0.01047345556379315,3.8741010645846555e-06,3.16,35.8,2023-08-06 08:55:00,6.544994332143159e-05,0.8999359299045793,0.0,53,224.84504929661372,6.544994332143159e-05,-8.665944,50.811417,0.8999359299045793,0.12891895,1.38079295e-05,0.35615730554175784,861.3003599111785,12413.66957962328,0.9850099879350636,0.17249731495929474,1.491952800377084,230.2170772635144,0.5330557481093219,0.0,1.0,223.12935350430905,28.117254249628648,66.00077358403486,0.9232172195724131,219.95526,6.701184492106818e-05,11008.379613207982,0.0,0.011459837458920959,0.017898219,132.00154716806972,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,6.426125e-05,2.282401e-06,109479.06,0.9278574,-167.13449,0.9109851408758366,0.9109851408758366,1.0,-4.215494247695995e-13,1.7804578e-12,3.8687258e-16,3.4614127203087135e-13,-1.376910300405259e-13,-1.376910300405259e-13,7.479999999999999e-16,-3.229883277108376e-15,1.358908380398107e-12,1050.4316409608107,3.7648433023386416e-13,6.252524672029833e-14,-1.7092509510010715e-12,6.426125e-05,2.282401e-06,109479.06,0.9278574,-167.13449,0.9109851408758366,0.9109851408758366,0.993801971864549,-4.215494247695995e-13,1.7804578e-12,3.8687258e-16,3.4614127203087135e-13,-1.376910300405259e-13,-1.376910300405259e-13,7.479999999999999e-16,-3.229883277108376e-15,1.358908380398107e-12,1050.4316409608107,3.7648433023386416e-13,6.252524672029833e-14,-1.7092509510010715e-12
54,54,56,3c49c8,EWG1VT,56.7117050946769,8.927188996345766,206.806666488,11026.14,0.6521461973899613,34610D,219.78873,-8.329546,51.673805,157.59614388867865,64659.21204825659,0.29936650084233873,0.4577796380939611,27.59340989318089,37.4192884216,0.0,6.582617409422922e-05,22538.60460760245,0.9237051284415227,0.229945082443174,0.488447067556807,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.5302737251542676,18.710583878156985,10.843075965519832,28.06483089870619,1573456470695643.8,9.11832020850715,681.361643027975,1300.81478819844,0.00658261740942,0.0175833330963385,0.202724123277683,18.7096442108,11.5293341806678,11.528575298663132,0.0065826174094229,0.4199438912385592,443894948879814.3,0.4577796380939611,0.010652599876136539,4.237466475411768e-06,3.16,35.8,2023-08-06 08:56:00,6.582617409422923e-05,0.9237045006095764,0.0,54,225.38604607602454,6.582617409422923e-05,-8.329546,51.673805,0.9237045006095764,0.14034653,1.5061629e-05,0.3572432684316797,862.2844323845653,12373.66197811976,0.9848476132507217,0.17342196710439248,1.4893895530181607,230.19933233015686,0.5463829875582126,0.0,1.0,223.19122275137423,28.117254249628648,67.91654051731507,0.9456148365273708,219.82652,6.735084398111259e-05,10992.181729741342,0.0,0.010297626762493337,0.015611949,135.83308103463014,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,6.456082e-05,1.7618019e-06,109344.56,0.93945414,-167.03416,0.9343627895360654,0.9343627895360654,1.0000000000000002,-4.2224343571136197e-13,1.777444e-12,3.472476e-16,3.5374018680758795e-13,-1.4002330229327889e-13,-1.4002330229327889e-13,7.479999999999999e-16,-3.690874472865117e-15,1.3552004850115313e-12,1048.7730628741033,3.9652163202605676e-13,6.492267449819604e-14,-1.7326010116371144e-12,6.456082e-05,1.7618019e-06,109344.56,0.93945414,-167.03416,0.9343627895360654,0.9343627895360654,1.0000000000000002,-4.2224343571136197e-13,1.777444e-12,3.472476e-16,3.5374018680758795e-13,-1.4002330229327889e-13,-1.4002330229327889e-13,7.479999999999999e-16,-3.690874472865117e-15,1.3552004850115313e-12,1048.7730628741033,3.9652163202605676e-13,6.492267449819604e-14,-1.7326010116371144e-12
55,55,57,3c49c8,EWG1VT,56.8212890625,8.962451565650202,205.7777776,11026.14,0.6528722678109539,34610D,219.6548,-7.7519274,52.174747,156.94368504354776,64631.618638363405,0.3002587498531118,0.4479350336785377,27.0188768947448,36.876381206396,-25.34048721802232,6.544270382172958e-05,22538.60460760245,0.9341211124209164,0.2251573074562066,0.4769649153538705,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.5282392914245287,18.438172890307484,10.739434727686495,27.118181504393565,1587678514491415.2,8.99705722564605,678.238191578645,1294.0526415582,0.00654427038217,0.0174552832646267,0.199150447614669,18.438190603198,11.4091787910569,11.408432192407862,0.0065442703821729,0.411811573103632,433143649985501.4,0.4479350336785377,0.010529607987704187,3.991934179831686e-06,3.16,35.8,2023-08-06 08:57:00,6.544270382172959e-05,0.934121384915663,0.0,55,225.38604607602454,6.544270382172959e-05,-7.7519274,52.174747,0.934121384915663,0.14508203,1.5659603e-05,0.3574610901726162,863.2446421792965,12252.128115136738,0.984477220465565,0.17551239951751352,1.4912881994377156,230.21247894005197,0.5518238901371999,0.0,1.0,223.23601727326985,28.117254249628648,68.90574615868199,0.9545423652189875,219.70265,6.691780582884436e-05,10991.687126920659,0.0,0.00987715542558732,0.014406554,137.81149231736399,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,6.381175e-05,1.3483808e-06,109358.35,0.9437018,-167.07701,0.9507720921520493,0.9507720921520493,1.0000000000000002,-4.222119802326354e-13,1.7771491e-12,3.1540683e-16,3.571094225960585e-13,-1.4076166632416661e-13,-1.4076166632416661e-13,7.480000000000001e-16,-3.8442772068149614e-15,1.3549371207604605e-12,1047.1144117101942,3.834401845897164e-13,6.352650482431718e-14,-1.7246299695038179e-12,6.381175e-05,1.3483808e-06,109358.35,0.9437018,-167.07701,0.9507720921520493,0.9507720921520493,1.0000000000000002,-4.222119802326354e-13,1.7771491e-12,3.1540683e-16,3.571094225960585e-13,-1.4076166632416661e-13,-1.4076166632416661e-13,7.480000000000001e-16,-3.8442772068149614e-15,1.3549371207604605e-12,1047.1144117101942,3.834401845897164e-13,6.352650482431718e-14,-1.7246299695038179e-12
56,56,58,3c49c8,EWG1VT,56.929755776615465,8.997891333795364,206.292222044,11018.52,0.6535865355787981,34610D,219.54652,-7.1922646,52.763844,156.1543459451238,64604.59976146866,0.2959964992141487,0.4728458542991839,28.51019346091279,38.568568809484,25.328073825120107,6.532040612738012e-05,22565.703240217892,0.9464729877546204,0.2375849455076066,0.5014786357365928,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.525712140121717,19.284882600297763,10.99807352202274,29.588065169739576,1550572069518176.2,9.3003164970488,684.808462059189,1309.8054738108,0.00653204061274,0.0177728972579354,0.2081932887123,19.284284404742,11.7140883498522,11.713323230821665,0.006532040612738,0.4290878251066936,466821506546233.75,0.4728458542991839,0.010776543614856514,4.619632152362244e-06,3.16,35.8,2023-08-06 08:58:00,6.532040612738012e-05,0.9464731753250223,0.0,56,225.6570324021789,6.532040612738012e-05,-7.1922646,52.763844,0.9464731753250223,0.15239346,1.6572589e-05,0.3580673842868544,864.1892466024839,12334.100861232118,0.9848194781842278,0.17358166777901807,1.4840414833792517,230.16222116140625,0.5585309290822004,0.0,1.0,223.22945949361215,28.117254249628648,70.4911659547532,0.9656462285837806,219.60388,6.676092520066657e-05,10983.274417022623,1.0,0.009186345184323841,0.012563565,140.9823319095064,0.3599687390587618,2.902766991535915e-07,133349003566.7322,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,6.3544016e-05,9.103261e-07,109298.766,0.94728166,-167.23161,0.9675427098695719,0.9675427098695719,0.9999999999999999,-4.2253814361181073e-13,1.7757551e-12,2.820034e-16,3.6229726788560017e-13,-1.4122876044242214e-13,-1.4122876044242214e-13,7.48e-16,-3.974777304274405e-15,1.353216998782467e-12,1045.4696454720208,4.1373072255591945e-13,6.705937733339371e-14,-1.7419297758036234e-12,6.3544016e-05,9.103261e-07,109298.766,0.94728166,-167.23161,0.9675427098695719,0.9675427098695719,0.9999999999999999,-4.2253814361181073e-13,1.7757551e-12,2.820034e-16,3.6229726788560017e-13,-1.4122876044242214e-13,-1.4122876044242214e-13,7.48e-16,-3.974777304274405e-15,1.353216998782467e-12,1045.4696454720208,4.1373072255591945e-13,6.705937733339371e-14,-1.7419297758036234e-12
57,57,59,3c49c8,EWG1VT,57.03898620605469,9.033279418945312,206.292222044,11026.14,0.6542722590001546,34610D,219.43965,-6.4342895,52.987957,155.84006771668638,64576.08956800775,0.2962396089827336,0.4691011093241312,28.290954470762085,38.3717756248474,0.0,6.463332329081017e-05,22538.60460760245,0.9482379093007414,0.2357579539230173,0.4972024017970915,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.5247818136689323,19.18574438861676,10.958348297005143,29.281389026157445,1555179436903976.2,9.25360944027104,683.676788392352,1307.40889721895,0.00646333232908,0.0177279872891473,0.20683391423499,19.1858878124237,11.6670838523,11.666329818633216,0.006463332329081,0.4260578854581214,463189168260324.5,0.4691011093241312,0.01072818618978658,4.531087548797096e-06,3.16,35.8,2023-08-06 08:59:00,6.463332329081015e-05,0.94823781736941,0.0,57,225.38604607602454,6.463332329081015e-05,-6.4342895,52.987957,0.94823781736941,0.15331346,1.68644e-05,0.3578115635421765,865.0961093339919,12392.986121788173,0.9848141627878226,0.17361182209895695,1.4827704909987949,230.15338408675493,0.5589899028655844,0.0,1.0,223.2239750459818,28.117254249628648,70.74619868307457,0.9663184744741408,219.50414,6.604074006792574e-05,10990.766900658462,1.0,0.009226482245080376,0.012087182,141.49239736614913,0.35970724221166056,4.1922452589789566e-07,183776912872.30032,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,6.2411134e-05,6.780799e-07,109383.2,0.9482097,-167.29857,0.9835906973840164,0.9835906973840164,1.0,-4.2216250560419254e-13,1.776773e-12,2.636891e-16,3.648890831279288e-13,-1.4245121603418027e-13,-1.4245121603418027e-13,7.480000000000003e-16,-4.170569426055055e-15,1.3546104631556863e-12,1043.8101976167386,4.090330855867932e-13,6.652829460523577e-14,-1.765395943343445e-12,6.2411134e-05,6.780799e-07,109383.2,0.9482097,-167.29857,0.9835906973840164,0.9835906973840164,1.0,-4.2216250560419254e-13,1.776773e-12,2.636891e-16,3.648890831279288e-13,-1.4245121603418027e-13,-1.4245121603418027e-13,7.480000000000003e-16,-4.170569426055055e-15,1.3546104631556863e-12,1043.8101976167386,4.090330855867932e-13,6.652829460523577e-14,-1.765395943343445e-12
58,58,60,3c49c8,EWG1VT,57.14873750331038,9.068948068926412,206.292222044,11026.14,0.654933207456065,34610D,219.36479,-5.6872125,53.28422,155.7631321358055,64547.79861353699,0.2967531594330726,0.4652568404655093,28.05961811206151,38.142125061312,-25.31076726641998,6.425154198689465e-05,22538.60460760245,0.951692956898345,0.2338301509338459,0.4924801840476295,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.5246122323195077,19.07069540395976,10.917997632136505,28.88798065400848,1561089831113216.2,9.20949726323969,682.398965072516,1304.48892371628,0.00642515419869,0.0176706270038256,0.205438411736117,19.071062530656,11.6259831465878,11.625236207235522,0.0064251541986894,0.4226825406606709,456012446076414.1,0.4652568404655093,0.010696962462158064,4.401950385196933e-06,3.16,35.8,2023-08-06 09:00:00,6.425154198689465e-05,0.9516928825348959,0.0,58,225.38604607602454,6.425154198689465e-05,-5.6872125,53.28422,0.9516928825348959,0.15514791,1.7169366e-05,0.3579336696178451,865.9702143265978,12359.167476226065,0.9843296129498712,0.17633834826819944,1.4838528049083555,230.16090972446116,0.5606176696671014,0.0,1.0,223.24090422839154,28.117254249628648,71.37678735308906,0.9691605294580838,219.43439,6.564462113202072e-05,10990.451606323455,1.0,0.009033804536709624,0.011159645,142.7535747061781,0.3598394747329358,5.744607835455827e-07,234739772991.88248,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,6.188688e-05,5.565188e-07,109394.03,0.9484321,-167.29832,1.0,1.0,1.0,-4.221462287342821e-13,1.7767017e-12,2.542539e-16,3.6942657989401073e-13,-1.4445477420633776e-13,-1.4445477420633776e-13,7.479999999999999e-16,-4.501288898550915e-15,1.3545554666006583e-12,1042.1372230726333,4.0448393990108056e-13,6.59830973202909e-14,-1.7853407471565495e-12,6.188688e-05,5.565188e-07,109394.03,0.9484321,-167.29832,1.0,1.0,1.0,-4.221462287342821e-13,1.7767017e-12,2.542539e-16,3.6942657989401073e-13,-1.4445477420633776e-13,-1.4445477420633776e-13,7.479999999999999e-16,-4.501288898550915e-15,1.3545554666006583e-12,1042.1372230726333,4.0448393990108056e-13,6.59830973202909e-14,-1.7853407471565495e-12
59,59,61,3c49c8,EWG1VT,57.2581352621822,9.10518523185484,207.321110932,11018.52,0.6555782535979646,34610D,219.32141,-4.967943,53.61321,155.971191425439,64519.73899542492,0.2964976671571489,0.4689063775472638,28.278180787070124,38.3569855937612,0.0,6.414901340940875e-05,22565.703240217892,0.9566054456324604,0.2356515065589177,0.4954262109401478,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.5253649256208806,19.17846930253339,10.957405593253757,29.17442544511897,1556786410661336.8,9.25850396343019,683.149924413884,1306.17562536889,0.00641490134094,0.0177034049171423,0.206763224933273,19.1784927968806,11.6792914075564,11.678542240593606,0.0064149013409408,0.4246651596333323,461787859740187.5,0.4689063775472638,0.010722936167873948,4.492918484140313e-06,3.16,35.8,2023-08-06 09:01:00,6.414901340940877e-05,0.9566050557040855,0.0,59,225.6570324021789,6.414901340940877e-05,-4.967943,53.61321,0.9566050557040855,0.15959838,1.7759143e-05,0.35843490220896157,866.823293219359,12403.453151956706,0.9845570214553782,0.17506419252066985,1.4850971990783701,230.1695563384036,0.5632732264572325,0.0,1.0,223.26518412054386,28.117254249628648,72.51259071622316,0.9738867413233873,219.3955,6.55532084975511e-05,10982.26370464189,1.0,0.008568108229792698,0.009719765,145.02518143244632,0.36036806297068763,8.302013259055097e-07,318783100047.53625,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,6.194164e-05,5.117415e-07,109330.69,0.9477469,-167.15742,1.0,1.0,1.0,-4.2249034193409076e-13,1.7755241e-12,2.509859e-16,3.694245923772573e-13,-1.4524114446482026e-13,-1.4524114446482026e-13,7.479999999999999e-16,-4.6501591433974496e-15,1.3530336987378058e-12,1040.4689929447015,4.0818752147763684e-13,6.650067758885498e-14,-1.801491731105974e-12,6.194164e-05,5.117415e-07,109330.69,0.9477469,-167.15742,1.0,1.0,1.0,-4.2249034193409076e-13,1.7755241e-12,2.509859e-16,3.694245923772573e-13,-1.4524114446482026e-13,-1.4524114446482026e-13,7.479999999999999e-16,-4.6501591433974496e-15,1.3530336987378058e-12,1040.4689929447015,4.0818752147763684e-13,6.650067758885498e-14,-1.801491731105974e-12
